t/oC	Gypsum	P=500.bar	P=1000.bar	Anhydrite	P=500.bar	P=1000.bar
Color	Red	Red	Red	Green	Green	Green 
symbol	Square 	Star 	Triangle 	Square 	Star 	Triangle 
30	  1.626e-02
30	  1.782e-02
35	  1.781e-02
35	  1.701e-02
37	  1.709e-02
37	  1.608e-02
36	  1.536e-02
37	  1.544e-02
40	  1.489e-02
40	  1.607e-02
45	  1.534e-02
45	  1.458e-02
48	  1.465e-02
48	  1.518e-02
50	  1.406e-02
50	  1.510e-02
50	  1.605e-02
55	  1.486e-02
61	  1.462e-02
65	  1.454e-02
70	  1.417e-02
70	  1.483e-02
72	  1.453e-02
75	  1.394e-02
79	  1.372e-02
85	  1.392e-02
89	  1.302e-02
90	  1.263e-02
92	  1.282e-02
40		  2.502e-02
50		  2.338e-02
61		  2.276e-02
67		  2.263e-02
79		  2.082e-02
50			  3.288e-02
50			  3.477e-02
67			  3.382e-02
79			  3.128e-02
83			  3.048e-02
60				  1.078e-02
65				  1.045e-02
65				  9.980e-03
72				  1.002e-02
75				  8.341e-03
85				  7.639e-03
85				  7.151e-03
92				  6.227e-03
93				  5.917e-03
96				  5.737e-03
100				  6.188e-03
100				  5.505e-03
 99				  4.923e-03
101				  4.823e-03
100				  4.584e-03
105				  4.995e-03
108				  3.991e-03
121				  4.322e-03
129				  2.845e-03
130				  2.663e-03
126				  2.456e-03
140				  2.741e-03
146				  2.376e-03
151				  2.303e-03
160				  1.652e-03
157				  1.508e-03
154				  1.532e-03
154				  1.456e-03
149				  1.357e-03
147				  1.195e-03
150				  1.549e-03
141				  1.640e-03
 99					  9.251e-03
101					  8.970e-03
102					  8.923e-03
105					  8.391e-03
107					  8.347e-03
124					  5.404e-03
124					  5.543e-03
131					  4.541e-03
157					  2.639e-03
 98						  1.477e-02
106						  1.374e-02
125						  9.124e-03
131						  7.668e-03
156						  4.811e-03
